tb_id_BTR,Area_vsp,work_place_fl,Staff_F_ruk,Staff_F_sochl,Staff_F_mp,Staff_F_kbp,Staff_F_mik,Staff_F_premier,Staff_F_vip,Staff_F_dsa,Staff_F_all,y,m,vsp,tb,osb_id_BTR,Subject_name,City_name,Latitude,Longitude,Unit_type,Business_format,Ownership_type,Format_state,work_days,hours,hours_by_day,MTG_1MIK_1_work_day,UP_1MIK_1_work_day,PK_1MP_1_work_day,depo_1MP_1_work_day,CC_1MP_1_work_day,DC_1MP_1_work_day,UP_1MP_1_work_day,UKO_1KBP_1_work_day,UP_1KBP_1_work_day,depo_1SOCHL_1_work_day,DC_1SOCHL_1_work_day,Cash_Pay_1SOCHL_1_WD,NСash_Pay_1SOCHL_1_WD,Cash_Trans_1SOCHL_1_WD,NCash_Trans_1SOCHL_1_WD,Cash_in_out_1SOCHL_1_WD,Transactions_TOTAL_1SOCHL_1_WD,conv_client_flow_MP_PK,conv_client_flow_MP_Depo,conv_client_flow_MP_Cards,conv_client_flow_SOCHL_nci,UTS_MP,UTS_sochl,AST_MP,AST_sochl,AWT_MP,AWT_sochl,potreb_amount_br,potreb_npv_br,potreb_npv_amount,mortg_amount_br,mortg_npv_br,mortg_npv_amount,base_amount_br,base_npv_br,base_npv_amount,lider_amount_br,lider_npv_br,lider_npv_amount,special_amount_br,special_npv_br,special_npv_amount,current_amount_br,current_npv_br,current_npv_amount,CC_credit_limit_br,CC_loan_indebtedness_br,CC_npv_br,CC_npv_loan_indebtedness,DC_turnover_br,DC_balance_of_own_funds_br,DC_npv_br,DC_npv_balance_of_own_funds,NPV_sales_1MP,NPV_sales_1MIK,NPV_sales_1RVSP,NPV_sales_1SOCHL,rent_by_space,fact_area_by_WP,norm_area_by_WP,fact_norm_area_by_WP,area_by_staff,F_S_staff,opex_staff,salary_staff_all,salary_staff_ruk,salary_staff_MP,salary_staff_MIK,salary_staff_KBP,salary_staff_SOCHL,P_serv_br,NPV_products_br,nci_br,serv_inc_br,serv_trans_total,serv_time_by_1_trans,SOCHL_cost_1_min,serv_marg,L_br,EVA_serv_br,EVA_br,EVA_L,EVA_staff,EVA_area,convert_sal_EVA_MIK,convert_sal_EVA_MP,convert_sal_EVA_KBP,convert_sal_EVA_SOCHL,tec1,tec2,tec3,tec4,tec5,tec6,tec7,CF_MP_total,CF_MP_PK,CF_MP_Mort,CF_MP_Deposits,CF_MP_Cards,CF_SOCHL_total
40,315.5,11,2,5,2,1,,,,,10,2017,3,Доп.офис №8605/0218,Среднерусский банк,8605,Брянская область,Красная Гора,52.997986,31.600986,ДО ФЛ,Бизнес-офис,Собственность банка,Нет,22,197.9363899230957,8.9971085,,,.45454547,5.3863635,.36363637,7.409091,4.2929544,18.454546,2.2431817,,,.19090909,5.8636365,.2,.045454547,8.8727274,15.554545,.29411766,.77198696,1.0118343,43.988468,.41999999,.30000001,7.3099999,3.1900001,3.1900001,1.12,136.24275,9.0665264,.06654685,,,,293.54019,5.0651598,.017255422,,,,,,,.67075098,.043020599,.064137958,,,,,17.217199,7.1560202,3.7717221,.52706981,1143.5923,,,17.799494,-414.82532,28.681818,21,1.3658009,31.549999,1,-98895.172,-57015.801,-92788.047,-54572.836,,-32517.24,-48583.805,2379.7766,1456.1687,189.33998,734.26764,45066,3.3190172,4.0908599,.2,-1139.5717,1240.2048,505.93713,.44397134,50.593712,1.6036042,,19.541416,-1.8303303,-1.1232353,,,,,,,,716,68,3,307,338,2529
40,241.3,13,2,5,4,1.2,,,,,12.2,2017,3,Доп.офис №8605/0219,Среднерусский банк,8605,Брянская область,Клинцы,52.755859,32.249401,ДО ФЛ,Бизнес-офис,Аренда (субаренда),Да,26,216.9522218704224,8.3443165,,,.60576922,2.1923077,.81730771,12.048077,4.8779807,18.173077,1.3464744,.0076923077,.0076923077,1.2153846,17.107693,.75384617,.96923077,21.323076,42.00769,.24513619,.54545456,1.4158731,70.496742,.34,.56,8.0600004,3.2,5.54,5.4400001,113.60976,6.6434665,.058476198,600,37.047852,.061746418,213.44435,2.8374901,.013293817,,,,,,,60.886318,4.3061099,.070723772,,,,,17.217199,7.1560202,3.7717221,.52706981,1443.0183,,115.98916,80.819611,-2511.7446,18.561539,21,.88388282,19.778688,1.0166667,-116748.52,-57652.715,-39422.516,-70777.578,,-55386.875,-54988.703,6612.8101,2394.5503,834.0954,3384.1646,202767,3.2924168,4.2243328,.2,-1807.2329,4805.5771,1421.4126,.78651321,116.50923,5.8906446,,18.920109,-1.6535712,-.19000243,,,,,,,,1651,257,31,418,945,7048
40,423.29999,12,2,4.5,3,2,,,,,11.5,2017,3,Доп.офис №8605/0228,Среднерусский банк,8605,Брянская область,Навля,52.826237,34.500195,ДО ФЛ,Бизнес-офис,Собственность банка,Нет,26,235.331946849823,9.0512285,,,.75641024,2.7307692,.56410259,8.2179489,4.385128,17.557692,1.8951923,,.22222222,2.7264957,5.3162394,.38461539,.72649574,25.410257,35.23077,.2243346,.64741641,.52210367,40.551849,.56,.33000001,8.54,3.3699999,4.9200001,1.39,124.14046,6.8192263,.05493154,926.40002,42.288551,.045648262,181.21167,2.2109799,.01220109,,,,,,,.84532571,.047759,.056497749,,,,,17.217199,7.1560202,3.7717221,.52706981,1113.6627,,421.78223,64.261673,-471.3894,35.274998,21,1.6797618,36.808693,1.0454545,-121014.86,-63893.523,-138438.25,-62425.664,,-43997.023,-41081.793,3234.4905,1745.1665,477.64612,1011.678,87530,3.3104489,2.9094925,.2,-1579.6376,1654.8529,643.17487,.40716609,55.928249,1.5194304,,16.307798,-1.83864,-.34810603,,,,,,,,1932,263,28,329,1312,5891
40,23.700001,,,.6,,,,,,,.6,2017,3,Доп.офис №8605/0231,Среднерусский банк,8605,Брянская область,Алтухово ул.Калинина,52.678261,34.358604,ДО ФЛ,Опер-офис,Собственность банка,Нет,1,1.838889598846436,1.8388896,,,,,,,,,,,,33.333332,,,,5,38.333332,,,,11.11223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.19261199,-129.33606,,21,,39.5,20,-102158.91,-75936.57,,,,,,.14445899,,.14445899,,90,3.8511109,,,-49.931904,-49.787441,-49.787441,-.99710679,-82.979065,-2.1007359,,,,,,,,,,,,,,,,,13
40,6.5999999,,,1,,,,,,,1,2017,3,Доп.офис №8605/0238,Среднерусский банк,8605,Брянская область,Лопандино,52.465168,34.818443,ДО ФЛ,Опер-офис,Аренда (субаренда),Нет,2,14.66749906539917,7.3337498,,,,,,,,,,.5,,125.5,,1.5,.5,14,141.5,,,,14.100863,,,,,,,,,,,,,446.72409,4.5216699,.01012184,,,,,,,,,,,,,,,,,,,,,6.7552471,-134.93788,,21,,6.5999999,10,-16514.746,-4387.4702,,,,,,8.4440584,5.6520872,2.791971,,49,4.4897957,,,-15.704556,-7.2604971,-7.2604971,-.46231788,-7.2604971,-1.1000754,,,,,,,,,,,,2,,,2,,198
40,267.10001,10,2,5,2,1,,,,,10,2017,3,Доп.офис №8605/0243,Среднерусский банк,8605,Брянская область,Комаричи,52.418194,34.784336,ДО ФЛ,Бизнес-офис,Собственность банка,Нет,22,212.2716703414917,9.6487122,,,1.3181819,1.7954545,1.1590909,4.7045455,4.8315911,20.09091,2.4222727,,.0090909088,11.227273,4.909091,1.2545455,.23636363,15.027273,32.963634,.29441625,.48466256,.46994534,53.608532,.44999999,.36000001,9.5,3.6800001,4.3499999,1.9400001,183.10193,13.179116,.071976937,,,,149.8721,2.2104499,.014748909,,,,,,,3.0755551,.27819899,.090454884,,,,,17.217199,7.1560202,3.7717221,.52706981,845.51251,,101.70504,32.447708,-231.70088,26.710001,21,1.2719048,26.710001,1.1111112,-75474.914,-55393.305,-111730.83,-58538.395,,-33835.66,-35911.789,2176.6641,1408.0797,303.31168,465.27252,41500,3.3134797,2.8196406,.2,-960.88684,1215.7772,750.5047,.7810542,75.050468,2.8098266,,13.369286,-1.2748034,-.343815,,,,,,,,920,197,11,163,549,3695
40,17.200001,,,,,,,,,,0,2017,3,Доп.офис №8605/0244,Среднерусский банк,8605,Брянская область,Глоднево,52.655598,34.714134,ДО ФЛ,Опер-офис,Аренда (субаренда),Нет,1,1.636111497879028,1.6361115,,,,,,,,,,,,,,,,,,,,,52.546272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,.57800895,,.57800895,,98,3.769388,,,-9.2877226,-8.7097139,-8.7097139,-.93776637,,-.50637871,,,,,,,,,,,,,,,,,11
40,223.3,11,2,5,3,1,,,,,11,2017,3,Доп.офис №8605/0245,Среднерусский банк,8605,Брянская область,Локоть,52.573112,34.568645,ДО ФЛ,Бизнес-офис,Собственность банка,Нет,22,205.5241676960141,9.3420076,,,.969697,2.3181818,1,7.5454545,4.8634849,29.772728,2.6172726,,.0090909088,8.5,12.9,.86363637,.41818181,13.545455,36.763638,.30622008,.56666666,.63299662,46.238091,.44,.25999999,9.3999996,3.3599999,4.54,1.72,126.12953,8.8627863,.070267335,,,,213.11031,2.90486,.013630781,,,,,,,.0091971429,.00083192799,.090455048,,,,,17.217199,7.1560202,3.7717221,.52706981,919.7536,,39.169651,31.885525,-469.15869,20.300001,21,.9666667,20.300001,1.1,-76049.844,-57341.309,-92314.602,-62415.664,,-59125.359,-39950.57,2686.5913,1543.9456,503.84106,638.80469,49183,3.3408961,3.2397301,.2,-1138.175,1548.4163,909.61151,.7991842,82.691956,4.0734954,,13.69615,-1.0531372,-.37650919,,,,,,,,1382,209,12,270,891,4208
40,215.7,10,2,4,2.2,1,,,,,9.199999999999999,2017,3,Доп.офис №8605/0246,Среднерусский банк,8605,Брянская область,Севск,52.153229,34.49081,ДО ФЛ,Бизнес-офис,Собственность банка,Да,22,212.713888168335,9.6688128,,,.59917355,3.4297521,.78512394,6.9008265,4.2896695,20.545454,.72454548,,,11.318182,11.852273,.64772725,.54545456,10.102273,35.511364,.22137405,.79807693,.75151515,61.76086,.60000002,.31999999,13.93,3.47,4.8899999,2.6600001,111.9828,6.8115864,.06082708,600,26.316853,.043861423,214.14706,2.8021801,.013085307,,,,,,,.66864336,.039816801,.059548639,,,,,17.217199,7.1560202,3.7717221,.52706981,845.54419,,78.183395,40.552181,-430.16617,21.57,21,1.0271429,23.445652,.97872341,-82225.047,-57228.969,-124931.13,-24388.154,,-37573.719,-46354.148,2019.147,1176.1129,329.63495,513.39923,34976,3.367924,3.631964,.2,-924.99921,1094.1477,580.74854,.62783676,63.12484,2.6923902,,33.050343,-1.3322034,-.35655922,,,,,,,,842,131,8,208,495,3283
40,423.39999,12,2,4.2,3,2,,,,,12.2,2017,3,Доп.офис №8605/0247,Среднерусский банк,8605,Брянская область,Трубчевск,52.582417,33.767784,УДО,Бизнес-офис,Собственность банка,Нет,22,199.2055582683533,9.0547981,,,1,2.5151515,.530303,7.030303,4.993485,28.795454,3.1831818,.010822511,,14.632034,16.049784,.68181819,.63852817,20.735931,53.409092,.26190478,.57839721,.55016536,40.054577,.47,.54000002,12.87,3.76,2.05,3.4000001,111.61398,7.8061266,.069938608,999.96002,25.566153,.025567174,172.38223,2.16381,.012552395,,,,,,,35.061329,2.82936,.080697455,,,,,17.217199,7.1560202,3.7717221,.52706981,883.21417,,41.518837,49.976871,-487.32593,32.569229,21,1.5509157,34.704918,1.0149751,-107807.23,-54389.238,-131077,-50389.148,,-38484.754,-43464.535,3157.469,1670.2029,516.17694,971.08929,66904,3.3261628,3.6364896,.2,-1561.8315,1595.6375,624.54828,.39988196,51.192482,1.4750786,,15.879776,-1.9104241,-.63337052,,,,,,,,1477,252,31,287,907,6483
40,245.60001,12,2,4,3,2,,,,,11,2017,3,Доп.офис №8605/0253,Среднерусский банк,8605,Брянская область,?,52.553417,33.250801,ДО ФЛ,Бизнес-офис,Собственность банка,Нет,22,214.4850044250488,9.7493181,,,.87878788,2.3636363,.62121212,10.045455,5.110909,19.84091,2.1384091,,.011363637,15.704545,15.75,.71590906,.079545453,20.852272,53.977272,.22924902,.49056605,.63309354,40.932926,.5,.44999999,7.3000002,3.6600001,2.3499999,2.3599999,147.44189,11.737617,.079608425,,,,192.27774,2.2374599,.011636604,,,,,,,7.2002492,.609447,.084642485,,,,,17.217199,7.1560202,3.7717221,.52706981,1144.0096,,,52.739452,-458.13727,20.466667,21,.97460318,22.327272,1,-76832.664,-54251.742,-107774.62,-53344.672,,-38074.051,-38113.875,3107.3218,1678.2986,601.48438,827.5387,70281,3.3130977,2.961658,.2,-1155.9878,1951.334,1123.7953,.97215152,102.16321,4.5757136,,20.30698,-1.2744632,.10976625,,,,,,,,1692,253,9,318,1112,6327
40,24.6,,,1,,,,,,,1,2017,3,Доп.офис №8605/0260,Среднерусский банк,8605,Брянская область,Баклань,52.735794,33.260418,ДО ФЛ,Опер-офис,Аренда (субаренда),Нет,2,16.36944532394409,8.1847229,,,,,,,,,,,,31.5,4,,,21.5,57,,,,10.847146,,,,,,,,,,,,,10,.14137401,.0141374,,,,,,,,,,,,,,,,,,,,,.71157283,,,21,,24.6,10,-23224.047,-6510.0601,,,,,,1.0661834,.1767175,.88946599,,91,4.3604398,,,-19.86705,-18.800867,-18.800867,-.94633412,-18.800867,-.76426286,,,,,,,,,,,,,,,,,82
40,295,15,2,8,4,2,,,,,16,2017,3,Доп.офис №8605/0266,Среднерусский банк,8605,Брянская область,Почеп,52.915821,33.459991,ДО ФЛ,Бизнес-офис,Собственность банка,Да,26,210.34777609515,8.0902987,,,.75961536,1.1826923,.41346154,7.5865383,3.9325962,20.807692,1.9140384,,.0048076925,9.1923075,9.2596149,.70192307,.38942307,9.1298075,28.971153,.23167156,.33064517,.55726725,49.337193,.55000001,.46000001,9.3000002,3.1300001,6.6799998,3.3699999,139.11295,9.9951868,.071849436,584,20.943253,.035861734,229.12874,2.8875501,.012602304,,,,,,,23.132555,2.0720899,.08957462,,,,,17.217199,7.1560202,3.7717221,.52706981,1032.7001,,119.48636,37.42009,-372.16348,19.666666,21,.93650788,18.4375,1.1428572,-65276.602,-46677.371,-78182.461,-46293.613,,-45402.641,-39507.469,3811.0454,2167.3821,730.18091,913.4826,72947,3.3336625,3.1303291,.2,-1464.1721,2346.8735,1433.3909,.97897702,89.586929,4.858952,,21.186203,-1.1277207,-.22945721,,,,,,,,2223,341,17,372,1493,7489
40,253.60001,10,2,4,2,1,,,,,9,2017,3,Доп.офис №8605/0267,Среднерусский банк,8605,Брянская область,Суземка ул.Вокзальная,52.319183,34.073612,ДО ФЛ,Бизнес-офис,Собственность банка,Нет,22,198.7569451332092,9.0344067,,,.54545456,1.5909091,.52272725,6.6363635,3.8381817,20.227272,2.1013637,,.03409091,6.409091,8.852273,.52272725,.056818184,11.454545,28.125,.21621622,.530303,.61764705,46.997433,.49000001,.33000001,10.26,4.21,6.21,2.6400001,84.255417,4.8950863,.058098178,1350,43.740852,.03240063,179.18861,2.1351399,.011915601,,,,,,,247.41611,22.3731,.090427019,,,,,17.217199,7.1560202,3.7717221,.52706981,701.74249,,1.885861,28.385996,-367.7403,25.360001,21,1.2076191,28.177778,1,-74827.938,-50632.285,-77135.625,-40469.699,,-50634.359,-42461.387,1919.3599,1251.4843,225.33379,442.54184,30976,3.3436985,3.5605791,.2,-850.71326,1068.6466,626.10474,.73597622,69.567192,2.4688673,,16.061651,-1.1822803,-.58734858,,,,,,,,754,111,1,132,510,2719
40,338.29999,15,2,7,4,2,,,,,15,2017,3,Доп.офис №8605/0269,Среднерусский банк,8605,Брянская область,Унеча,52.84277,32.670788,ДО ФЛ,Бизнес-офис,Собственность банка,Да,26,229.5963900089264,8.8306303,,,.79807693,2.4807692,.46153846,8.7596149,5.2958655,29.538462,2.6646154,,,4.6593409,12.494506,.73626375,1.0274725,9.7142859,28.895605,.28919861,.70108694,.77463651,49.731815,.30000001,.44,7.3600001,3.25,2.25,3.27,142.32144,9.1454468,.06425909,750,17.515352,.023353804,200.31599,2.6544399,.013251263,,,,,,,107.92277,9.3681602,.086804301,,,,,17.217199,7.1560202,3.7717221,.52706981,1208.6412,,31.743355,42.979656,-456.45679,22.553333,21,1.0739683,22.553333,1.0714285,-86431.828,-37942.746,-27499.814,-51252.477,,-32957.961,-34745.109,4726.1948,2933.8894,860.05737,932.24823,92898,3.3156343,2.5221875,.2,-1894.405,2831.79,1899.542,1.0027117,126.63613,5.6149631,,22.025238,-1.9769922,-.67945367,,,,,,,,1935,287,42,368,1238,7562
40,22.4,,,1,,,,,,,1,2017,3,Доп.офис №8605/0276,Среднерусский банк,8605,Брянская область,Слище,53.159107,32.505531,ДО ФЛ,Опер-офис,Собственность банка,Нет,1,6.171945095062256,6.1719451,,,,,,,,,,,,65,,,,1,66,,,,10.546702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3121824,-228.64769,,21,,22.4,20,-37617.758,-15902.29,,,,,,.390228,,.390228,,24,4.1791668,,,-30.375826,-29.985598,-29.985598,-.98715335,-29.985598,-1.3386427,,,,,,,,,,,,,,,,,37
40,209.10001,8,2,3,1,1,,,,,7,2017,3,Доп.офис №8605/0283,Среднерусский банк,8605,Брянская область,Мглин,53.063034,32.841515,ДО ФЛ,Бизнес-офис,Собственность банка,Нет,22,187.0188899040222,8.5008583,,,1.1363636,3.7727273,.68181819,7.8636365,5.6281819,26.363636,2.1740909,,.045454547,14.484848,20.378788,1.8181819,1.5454545,17.5,56.10606,.22522523,.35930735,.38133875,39.753384,.43000001,.41999999,7.8000002,3.6300001,7.8000002,2.1700001,109.2812,7.5464063,.069054939,,,,206.37082,2.8252599,.01369021,,,,,,,18.067171,1.07372,.059429336,,,,,17.217199,7.1560202,3.7717221,.52706981,1058.7131,,236.16496,45.104641,-567.08502,26.137501,21,1.2446429,29.871429,1,-100167.62,-54284.098,-74829.922,-64220.449,,-33224.059,-46044.625,1671.4415,913.55365,245.80516,512.0827,30721,3.3851762,4.1033845,.2,-808.31055,863.13092,351.04819,.43429866,50.149742,1.678853,,15.114032,-1.9048263,-.6176154,,,,,,,,840,111,5,231,493,3899
40,314.70001,11,2,4.5,3,1,,,,,10.5,2017,3,Доп.офис №8605/0284,Среднерусский банк,8605,Брянская область,Сураж,53.014301,32.388416,ДО ФЛ,Бизнес-офис,Собственность банка,Да,22,208.23277759552,9.465126,,,.90909094,2.5454545,.75757575,6.757576,5.2330303,22.636364,2.3636363,,,2.4141414,40.727272,1.1010101,2.5151515,15.545455,63.050507,.27027026,.46280992,.5276596,40.592487,.46000001,.34,8.1800003,3.49,3.6099999,1.53,93.492439,6.4419665,.06890361,714,33.578552,.047028784,198.79738,2.73721,.013768843,,,,,,,13.511456,.81320798,.060186554,,,,,17.217199,7.1560202,3.7717221,.52706981,883.06183,,84.863747,39.401775,-921.09662,28.609093,21,1.3623377,29.97143,1.05,-105314.37,-55128.555,-84633.031,-65703.656,,-7351.1899,-45582.578,3048.52,1662.7996,472.02155,913.69885,62839,3.3211923,3.6483672,.2,-1327.8497,1720.6703,806.97125,.60772783,76.854408,2.5642555,,12.029016,-6.261517,-.81638503,,,,,,,,1547,222,22,363,940,5460
40,423.70001,11,2,4,3,1,,,,,11,2017,3,Доп.офис №8605/0285,Среднерусский банк,8605,Брянская область,Стародуб,52.58604,32.758701,УДО,Бизнес-офис,Собственность банка,Да,22,213.6530524641275,9.7115021,,,.80303031,2.9848485,.81818181,10.363636,5.0760608,30.90909,3.1036363,,,10.102273,9.897727,.70454544,.84090906,29.96591,51.988636,.30113637,.78799999,.78510636,41.27401,.28,.30000001,7.2600002,3.1199999,3.95,3.6300001,105.95746,8.2129469,.077511743,2400,84.29055,.035121061,142.04382,2.1472199,.015116601,,,,,,,11.082625,.97292101,.087787956,,,,,17.217199,7.1560202,3.7717221,.52706981,1110.4448,,111.26581,41.100658,-282.11722,35.308334,21,1.6813493,38.518185,.97777778,-89355.063,-61721.738,-82572.984,-70062.719,,-53352.469,-62563.129,3080.1331,1298.9359,453.75357,1327.4434,68450,3.3113356,4.8804302,.2,-1157.8386,1922.2944,594.85089,.51375973,54.077354,1.4039435,,14.73377,-1.2143513,-.49640268,,,,,,,,1383,176,17,250,940,4979
40,124.8,10,2,4,2,1,,,,,9,2017,3,Доп.офис №8605/0292,Среднерусский банк,8605,Брянская область,Стародуб,52.576572,32.749863,ДО ФЛ,Бизнес-офис,Собственность банка,Нет,22,213.6155614852905,9.7097979,,,.65909094,4.4772725,.45454547,6.681818,5.0563636,26.40909,2.6540909,,,9.772727,7.034091,.57954544,.06818182,30.068182,47.784092,.25892857,.74904943,.64742267,27.564974,.36000001,.31999999,7.6799998,3,6.3800001,1.33,112.30852,5.5680866,.049578488,300,5.669373,.01889791,110.04637,1.96027,.017813127,,,,,,,2.0512958,.17942201,.087467641,,,,,17.217199,7.1560202,3.7717221,.52706981,723.2868,,13.201027,24.124865,-971.8089,12.48,21,.59428573,13.866667,1,-79480.898,-59106.762,-83414.039,-55507.727,,-41472.359,-53161.238,1916.3911,882.30786,229.11044,804.9729,48818,3.3129056,4.1477346,.2,-809.16504,1107.226,302.25317,.37353712,33.583687,2.4219003,,11.936741,-1.1930163,-.65279591,,,,,,,,869,112,9,263,485,4376
40,286.79999,5,2,,,,,,2,,9,2017,3,Доп.офис №8605/0296,Среднерусский банк,8605,Брянская область,Брянск,53.253159,34.376694,ДО ФЛ,VIP-офис,Собственность банка,Да,22,234.3183317184448,10.650833,,,,,,,,,,,,,,,,,,,,,230.39429,,,,,,,,,,,,,3525.5842,43.369099,.012301251,11800.142,47.584702,.0040325536,3487.9063,23.4762,.0067307428,369.49768,2.59448,.0070216409,,,,,17.217199,7.1560202,3.7717221,.52706981,,,69.269249,,-698.93744,28.679998,35,.8194285,31.866665,1,-182504.95,-137962.5,-269797.78,,,,,1286.2638,819.57434,466.68939,,2148,3.4371977,,,-1599.1597,-312.89587,-312.89587,-.19566269,-34.766209,-1.0909898,,,,,,,,,,,,154,,,71,83,489
40,136.89999,11,2,4.4,2,1.2,,,,,9.6,2017,3,Доп.офис №8605/046,Среднерусский банк,8605,Брянская область,Брянск,53.260681,34.323498,ДО ФЛ,Бизнес-офис,Собственность банка,Да,26,245.9411120414734,9.4592733,,,.5,3.1538463,.80769229,4.8076925,3.5209615,19.070513,1.8381411,,.026223777,15.987762,9.1433563,.55944055,.80419582,13.793706,41.171329,.27083334,.62595421,.53479856,60.519844,,,5.75,4.1399999,.33000001,.28999999,139.98486,9.1314163,.065231457,,,,196.23755,2.17383,.011077544,,,,,,,24.266558,.239416,.0098660886,,,,,17.217199,7.1560202,3.7717221,.52706981,704.29974,,48.521412,46.399002,-604.07404,12.445454,21,.59264064,14.260416,.94117647,-108764.19,-90837.336,-129593.73,-103308.16,,-48279.648,-80194.344,1855.2039,930.34601,259.85898,664.9989,30571,3.3355596,5.4345217,.2,-1093.6307,761.57312,96.574249,.088306084,10.059817,.70543647,,5.8786426,-1.0970502,-.40025216,,,,,,,,928,96,24,262,546,3983
40,288.20001,13,2,4,3,3,,,,,12,2017,3,Доп.офис №8605/048,Среднерусский банк,8605,Брянская область,Брянск,53.236813,34.350376,ДО ФЛ,Бизнес-офис,Аренда (субаренда),Да,22,217.1480602920055,9.8703661,,,.68181819,3.060606,.969697,10.227273,5.4478788,24.924242,2.6087878,,.045454547,18.613636,17.011364,1.3522727,1.6590909,26.125,66.454544,.20930232,.51662403,.56197721,98.988976,.63999999,.52999997,11.79,3.75,3.5599999,3.9400001,189.04045,13.544617,.071649306,,,,189.27144,2.3728001,.012536493,,,,,,,147.15594,2.62432,.017833598,,,,,17.217199,7.1560202,3.7717221,.52706981,1159.3737,,77.10778,123.19202,-2250,22.169231,21,1.0556777,24.016668,1,-166082.64,-85744.219,-137441.75,-109997.6,,-71275.711,-52556.805,3944.5349,1770.6965,860.49518,1313.3431,81312,3.3367262,4.0338688,.2,-2141.2268,1803.3082,489.965,.22882442,40.830418,1.7000867,,9.1556978,-1.7017199,.32109737,,,,,,,,1949,215,28,391,1315,6032
40,238.5,11,2,5,3,1.4,,,,,11.4,2017,3,Доп.офис №8605/076,Среднерусский банк,8605,Брянская область,Брянск,53.231628,34.32386,ДО ФЛ,Бизнес-офис,Аренда (субаренда),Да,22,218.5252771377564,9.9329672,,,.78787881,5.1060605,.39393941,5.878788,4.8348484,18.668831,1.7464286,,.0090909088,33.881817,18.945454,.84545457,1.9818182,19.354546,76.13636,.31901839,.69917011,.52141058,48.338963,.52999997,.56999999,9.54,3.79,3.3399999,3.78,171.04086,10.905916,.063762054,,,,155.35933,2.4110301,.015519056,,,,,,,26.196598,1.45463,.055527441,,,,,17.217199,7.1560202,3.7717221,.52706981,848.83197,,37.406868,52.852142,-1715.7233,21.681818,21,1.0324675,20.921053,1.14,-147982.45,-85648.695,-187841.31,-82516.617,,-69777.773,-52370.855,2925.8943,1811.4213,589.64777,524.82526,32826,3.3356366,3.9942639,.2,-1846.1272,1079.767,554.94177,.30059779,48.679104,2.3267999,,8.882473,-1.5146544,-.74299997,,,,,,,,1456,163,17,482,794,6736
40,28.799999,,,.4,,,,,,,.4,2017,3,Доп.офис №8605/080,Среднерусский банк,8605,Брянская область,Кокино ул.Советская,53.163113,34.117428,ДО ФЛ,Опер-офис,Собственность банка,Нет,9,73.56694793701172,8.1741056,,,,,,,,,,1.1111112,15.833333,21.111111,108.05556,,2.5,44.444443,179.72223,,,,44.624203,,,,,,,,,,,,,118.85735,1.73822,.014624422,,,,,,,,,,,,,,17.217199,7.1560202,3.7717221,.52706981,,,,613.93506,-143.25766,,21,,72,1.0526316,-132367.22,-71008.648,,,,,,80.295097,50.753876,29.541224,,4060,3.3037436,,,-63.157116,17.137976,17.137976,.27135462,42.84494,.59506863,,,,,,,,,,,,66,,,8,58,662
40,927.70001,21,3,7,4,2,7,4,,,33.2,2017,3,Доп.офис №8605/0802,Среднерусский банк,8605,Брянская область,Брянск,53.237034,34.359074,УДО,Бизнес-офис,Собственность банка,Да,26,295.6413914365694,11.370823,.91208792,3.6758242,.95192307,1.2884616,.68269229,10.557693,4.8949037,23.26923,2.1498077,,.0054945056,6.7197804,5.6538463,.82967031,1.8021978,14.956044,30.818682,.27576602,.39296189,.81977558,133.1161,.63,.37,13.67,5.25,3.1600001,4.3800001,225.74066,12.674517,.056146361,1107.5375,38.346352,.034623075,364.51123,6.0212402,.016518669,,,,2138.9158,16.803499,.0078560831,163.19147,11.0935,.067978434,,,,,17.217199,7.1560202,3.7717221,.52706981,1525.1532,909.35638,24.637415,109.90701,-545.96857,34.359261,21,1.6361552,27.942772,1.2769231,-120636.38,-94948.156,-173465.27,-149699.27,,-123642.66,-146795.11,12556.854,6828.3682,2630.7705,3097.7158,92291,3.3799155,8.2755165,.2,-5100.4419,7456.4121,4358.6958,.85457218,131.28601,4.6983891,,9.2508354,-.96620935,-.19128466,,,,,,,,2279,359,153,341,1426,7189
